GO;5219258;Santa Fé de Goiás;;;;;;;;
GO;5219308;Santa Helena de Goiás;;;;;;8.912;15.999;25.481
GO;5219357;Santa Isabel;;;;;;;;
GO;5219407;Santa Rita do Araguaia;;;;;;;1.670;2.309
GO;5219456;Santa Rita do Novo Destino;;;;;;;;
GO;5219506;Santa Rosa de Goiás;;;;;;;3.537;4.688
GO;5219605;Santa Tereza de Goiás;;;;;;;;3.804
GO;5219704;Santa Terezinha de Goiás;;;;;;;;8.644
GO;5219712;Santo Antônio da Barra;;;;;;;;
GO;5219738;Santo Antônio de Goiás;;;;;;;;
GO;5219753;Santo Antônio do Descoberto;;;;;;;;
GO;5219803;São Domingos;3.246;4.378;8.195;8.361;8.404;9.311;9.252;7.941
GO;5219902;São Francisco de Goiás;;;;;;;4.184;8.299
GO;5220009;São João d'Aliança;3.044;1.689;2.906;1.848;;;2.993;3.489
GO;5220058;São João da Paraúna;;;;;;;;
GO;5220108;São Luís de Montes Belos;;;;;;;13.740;25.246
GO;5220157;São Luíz do Norte;;;;;;;;
GO;5220207;São Miguel do Araguaia;;;;;;;7.077;18.759
GO;5220264;São Miguel do Passa Quatro;;;;;;;;
GO;5220280;São Patrício;;;;;;;;
GO;5220405;São Simão;;;;;;;4.979;7.208
GO;5220454;Senador Canedo;;;;;;;;
GO;5220504;Serranópolis;;;;;;;4.555;5.179
GO;5220603;Silvânia;10.086;12.053;11.370;12.621;21.358;14.980;18.215;20.523
GO;5220686;Simolândia;;;;;;;;
GO;5220702;Sítio d'Abadia;;;5.362;5.220;7.208;6.715;5.380;2.724
GO;5221007;Taquaral de Goiás;;;;;;;;11.797
GO;5221080;Teresina de Goiás;;;;;;;;
GO;5221197;Terezópolis de Goiás;;;;;;;;
GO;5221304;Três Ranchos;;;;;;;2.976;3.248
GO;5221403;Trindade;;;;6.110;;17.342;16.549;22.519
GO;5221452;Trombas;;;;;;;;
GO;5221502;Turvânia;;;;;;;5.210;6.671
GO;5221551;Turvelândia;;;;;;;;
GO;5221577;Uirapuru;;;;;;;;
GO;5221601;Uruaçu;;;;;9.043;14.679;19.326;36.304
GO;5221700;Uruana;;;;;;7.142;10.208;14.037
GO;5221809;Urutaí;;;;;;4.125;4.136;4.003
GO;5221858;Valparaíso de Goiás;;;;;;;;
GO;5221908;Varjão;;;;;;;2.270;4.727
GO;5222005;Vianópolis;;;;;;6.001;6.007;6.757
GO;5222054;Vicentinópolis;;;;;;;;
GO;5222203;Vila Boa;;;;;;;;
GO;5222302;Vila Propício;;;;;;;;
MA;2100055;Açailândia;;;;;;;;
MA;2100105;Afonso Cunha;;;;;;;;3.045
MA;2100154;Água Doce do Maranhão;;;;;;;;
MA;2100204;Alcântara;15.697;12.232;9.634;10.885;11.079;14.820;16.089;16.627
MA;2100303;Aldeias Altas;;;;;;;;16.845
MA;2100402;Altamira do Maranhão;;;;;;;;21.345
MA;2100436;Alto Alegre do Maranhão;;;;;;;;
MA;2100477;Alto Alegre do Pindaré;;;;;;;;
MA;2100501;Alto Parnaíba;;4.322;5.426;9.321;10.116;10.383;11.645;7.209
MA;2100550;Amapá do Maranhão;;;;;;;;
MA;2100600;Amarante do Maranhão;;;;;;;10.572;13.831
MA;2100709;Anajatuba;4.058;5.699;9.142;10.262;12.969;14.262;18.687;16.350
MA;2100808;Anapurus;;;;;;;;6.719
MA;2100832;Apicum-Açu;;;;;;;;
MA;2100873;Araguanã;;;;;;;;
MA;2100907;Araioses;;;10.438;15.265;23.528;28.761;30.691;39.561
MA;2100956;Arame;;;;;;;;
MA;2101004;Arari;2.843;3.456;8.979;6.187;10.959;13.234;16.001;17.792
MA;2101103;Axixá;;;;6.037;6.738;8.247;12.099;7.644
MA;2101202;Bacabal;;;;9.484;40.415;54.949;108.186;69.578
MA;2101251;Bacabeira;;;;;;;;
MA;2101301;Bacuri;;;;;;;;17.054
MA;2101350;Bacurituba;;;;;;;;
MA;2101400;Balsas;;;8.173;11.253;12.900;16.822;16.645;19.385
MA;2101509;Barão de Grajaú;;;;7.494;7.876;9.131;9.191;11.452
MA;2101608;Barra do Corda;2.538;11.241;15.164;20.633;35.496;26.878;46.629;57.839
MA;2101707;Barreirinhas;12.237;5.538;14.186;9.242;13.258;16.332;20.140;24.969
MA;2101731;Belágua;;;;;;;;
MA;2101772;Bela Vista do Maranhão;;;;;;;;
MA;2101806;Benedito Leite;;;;4.580;6.752;6.689;8.857;7.374
MA;2101905;Bequimão;;;;10.364;11.574;13.067;13.186;18.736
MA;2101939;Bernardo do Mearim;;;;;;;;
MA;2101970;Boa Vista do Gurupi;;;;;;;;
MA;2102002;Bom Jardim;;;;;;;;24.991
MA;2102036;Bom Jesus das Selvas;;;;;;;;
MA;2102077;Bom Lugar;;;;;;;;
MA;2102101;Brejo;19.473;13.276;17.480;19.401;19.855;20.414;23.737;22.049
MA;2102150;Brejo de Areia;;;;;;;;
MA;2102200;Buriti;;8.080;14.612;10.634;13.353;16.150;18.849;19.231
MA;2102309;Buriti Bravo;;;;;9.254;11.284;12.159;13.587
MA;2102325;Buriticupu;;;;;;;;
MA;2102358;Buritirana;;;;;;;;
MA;2102374;Cachoeira Grande;;;;;;;;
MA;2102408;Cajapió;;3.486;4.291;5.584;7.372;8.961;9.671;11.050
MA;2102507;Cajari;;;;;;8.539;10.892;13.448
MA;2102556;Campestre do Maranhão;;;;;;;;
MA;2102606;Cândido Mendes;;;;;;11.373;10.124;10.165
MA;2102705;Cantanhede;;;;;;;15.954;15.412
MA;2102754;Capinzal do Norte;;;;;;;;
MA;2102804;Carolina;10.114;7.266;9.947;19.908;19.677;21.404;27.169;28.815
MA;2102903;Carutapera;;;6.077;7.767;8.794;10.269;13.303;10.356
MA;2103000;Caxias;24.302;19.443;36.924;50.346;77.874;107.347;128.653;88.334
MA;2103109;Cedral;;;;;;;;11.400
MA;2103125;Central do Maranhão;;;;;;;;
MA;2103158;Centro do Guilherme;;;;;;;;
MA;2103174;Centro Novo do Maranhão;;;;;;;;
MA;2103208;Chapadinha;8.195;6.931;7.895;10.418;18.586;27.319;39.506;44.997
MA;2103257;Cidelândia;;;;;;;;
MA;2103307;Codó;15.806;17.388;14.452;24.896;38.164;59.657;71.156;93.003
MA;2103406;Coelho Neto;;;;8.580;13.672;16.205;25.880;16.660
MA;2103505;Colinas;10.936;7.657;8.716;17.666;27.674;25.813;25.489;22.824
MA;2103554;Conceição do Lago-Açu;;;;;;;;
MA;2103604;Coroatá;5.404;8.014;16.114;19.720;29.524;36.207;63.927;65.797
MA;2103703;Cururupu;12.007;15.457;23.429;28.190;28.956;33.816;46.614;33.880
MA;2103752;Davinópolis;;;;;;;;
MA;2103802;Dom Pedro;;;;;;;19.670;16.315
MA;2103901;Duque Bacelar;;;;;;;14.609;15.413
MA;2104008;Esperantinópolis;;;;;;;21.401;23.210
MA;2104057;Estreito;;;;;;;;
MA;2104073;Feira Nova do Maranhão;;;;;;;;
MA;2104081;Fernando Falcão;;;;;;;;
MA;2104099;Formosa da Serra Negra;;;;;;;;
MA;2104107;Fortaleza dos Nogueiras;;;;;;;;7.245
MA;2104206;Fortuna;;;;;;;;8.432
MA;2104305;Godofredo Viana;;;;;;;;7.562
MA;2104404;Gonçalves Dias;;;;;;;14.135;15.881
MA;2104503;Governador Archer;;;;;;;;10.722
MA;2104552;Governador Edison Lobão;;;;;;;;
MA;2104602;Governador Eugênio Barros;;;;;;;;20.290
MA;2104628;Governador Luiz Rocha;;;;;;;;
MA;2104651;Governador Newton Bello;;;;;;;;
MA;2104677;Governador Nunes Freire;;;;;;;;
MA;2104701;Graça Aranha;;;;;;;;6.012
MA;2104800;Grajaú;;11.704;14.705;21.382;27.335;33.111;26.330;33.130
MA;2104909;Guimarães;13.911;13.349;19.706;23.026;22.824;25.002;28.447;9.670
MA;2105005;Humberto de Campos;5.521;6.694;8.757;13.532;15.936;10.144;12.933;16.242
MA;2105104;Icatu;9.708;9.864;11.004;8.567;8.478;9.946;14.728;15.228
MA;2105153;Igarapé do Meio;;;;;;;;
MA;2105203;Igarapé Grande;;;;;;;;15.904
MA;2105302;Imperatriz;;4.126;14.452;9.009;9.331;14.064;39.169;80.827
MA;2105351;Itaipava do Grajaú;;;;;;;;
MA;2105401;Itapecuru Mirim;6.240;7.478;10.706;18.166;27.475;31.379;32.609;31.589
MA;2105427;Itinga do Maranhão;;;;;;;;
MA;2105450;Jatobá;;;;;;;;
MA;2105476;Jenipapo dos Vieiras;;;;;;;;
MA;2105500;João Lisboa;;;;;;;;26.997
MA;2105609;Joselândia;;;;;;;;15.541
MA;2105658;Junco do Maranhão;;;;;;;;
MA;2105708;Lago da Pedra;;;;;;;36.029;43.525
MA;2105807;Lago do Junco;;;;;;;;17.766
MA;2105906;Lago Verde;;;;;;;;10.657
MA;2105922;Lagoa do Mato;;;;;;;;
MA;2105948;Lago dos Rodrigues;;;;;;;;
MA;2105963;Lagoa Grande do Maranhão;;;;;;;;
MA;2105989;Lajeado Novo;;;;;;;;
MA;2106003;Lima Campos;;;;;;;;10.639
MA;2106102;Loreto;;7.080;8.889;11.079;20.477;12.062;12.140;7.643
MA;2106201;Luís Domingues;;;;;;;;5.893
MA;2106300;Magalhães de Almeida;;;;;;;8.423;10.232
MA;2106326;Maracaçumé;;;;;;;;
MA;2106359;Marajá do Sena;;;;;;;;
MA;2106375;Maranhãozinho;;;;;;;;
MA;2106409;Mata Roma;;;;;;;;8.068
MA;2106508;Matinha;;;;;;11.957;13.387;18.536
MA;2106607;Matões;;;;;;;16.488;19.200
MA;2106631;Matões do Norte;;;;;;;;
MA;2106672;Milagres do Maranhão;;;;;;;;
MA;2106706;Mirador;22.089;12.726;13.814;14.223;18.579;21.523;21.500;13.378
MA;2106755;Miranda do Norte;;;;;;;;
MA;2106805;Mirinzal;;;;;;;;12.377
MA;2106904;Monção;4.410;12.704;11.721;11.811;3.064;6.630;37.177;50.090
MA;2107001;Montes Altos;;;;;;;8.817;11.824
MA;2107100;Morros;;;5.933;5.588;7.591;11.349;14.508;15.729
MA;2107209;Nina Rodrigues;;;;;;;;6.336
MA;2107258;Nova Colinas;;;;;;;;
MA;2107308;Nova Iorque;;2.462;9.706;4.519;5.544;5.652;4.237;4.638
MA;2107357;Nova Olinda do Maranhão;;;;;;;;
MA;2107407;Olho d'Água das Cunhãs;;;;;;;;22.315
MA;2107456;Olinda Nova do Maranhão;;;;;;;;
MA;2107506;Paço do Lumiar;3.714;3.781;5.137;7.154;;;;13.487
MA;2107605;Palmeirândia;;;;;;;;10.620
MA;2107704;Paraibano;;;;;;;8.375;10.079
MA;2107803;Parnarama;15.442;10.759;13.507;20.336;26.294;32.716;19.293;24.109
MA;2107902;Passagem Franca;;2.292;6.933;12.422;16.060;17.971;19.368;19.419
MA;2108009;Pastos Bons;;4.100;10.365;10.455;17.113;16.806;11.307;12.712
MA;2108058;Paulino Neves;;;;;;;;
MA;2108108;Paulo Ramos;;;;;;;;21.548
MA;2108207;Pedreiras;;4.627;8.289;19.565;43.129;59.475;97.787;33.054
MA;2108256;Pedro do Rosário;;;;;;;;
MA;2108306;Penalva;4.383;4.358;5.282;10.107;12.621;12.878;18.718;22.644
MA;2108405;Peri Mirim;;;;7.449;9.178;10.796;12.593;10.821
MA;2108454;Peritoró;;;;;;;;
MA;2108504;Pindaré-Mirim;;;;;9.964;11.271;82.444;23.585
MA;2108603;Pinheiro;4.565;9.020;8.479;19.820;29.638;39.256;48.713;53.831
MA;2108702;Pio XII;;;;;;;37.572;26.324
MA;2108801;Pirapemas;;;;;;;11.052;12.359
MA;2108900;Poção de Pedras;;;;;;;;30.215
MA;2109007;Porto Franco;;;;7.589;8.926;10.491;11.773;16.058
MA;2109056;Porto Rico do Maranhão;;;;;;;;
MA;2109106;Presidente Dutra;;;;;;36.270;29.674;30.756
MA;2109205;Presidente Juscelino;;;;;;;;6.094
MA;2109239;Presidente Médici;;;;;;;;
MA;2109270;Presidente Sarney;;;;;;;;
MA;2109304;Presidente Vargas;;;;;;;;6.264
MA;2109403;Primeira Cruz;;;;;;9.693;14.556;15.507
MA;2109452;Raposa;;;;;;;;
MA;2109502;Riachão;4.374;8.253;5.927;12.561;14.517;18.986;22.064;17.831
MA;2109551;Ribamar Fiquene;;;;;;;;
MA;2109601;Rosário;8.518;10.956;13.973;17.153;20.113;24.886;31.394;22.041
MA;2109700;Sambaíba;;;;;;;5.311;5.110
MA;2109759;Santa Filomena do Maranhão;;;;;;;;
MA;2109809;Santa Helena;3.573;4.808;2.826;4.600;6.135;7.409;9.876;16.428
MA;2109908;Santa Inês;;;;;;;;27.598
MA;2110005;Santa Luzia;;;;;;;;47.714
MA;2110039;Santa Luzia do Paruá;;;;;;;;
MA;2110104;Santa Quitéria do Maranhão;;;;7.077;8.507;12.343;12.958;14.896
MA;2110203;Santa Rita;;;;;;;;12.286
MA;2110237;Santana do Maranhão;;;;;;;;
MA;2110278;Santo Amaro do Maranhão;;;;;;;;
MA;2110302;Santo Antônio dos Lopes;;;;;;;;19.664
MA;2110401;São Benedito do Rio Preto;;;;;;7.167;9.751;12.211
MA;2110500;São Bento;13.271;16.176;20.308;18.422;21.806;27.366;35.608;18.743
MA;2110609;São Bernardo;7.821;19.722;25.605;10.625;15.800;19.273;17.393;19.795
MA;2110658;São Domingos do Azeitão;;;;;;;;
MA;2110708;São Domingos do Maranhão;;;;;;;27.360;20.440
MA;2110807;São Félix de Balsas;;;;;;;;4.850
MA;2110856;São Francisco do Brejão;;;;;;;;
MA;2110906;São Francisco do Maranhão;7.800;11.369;14.273;9.108;10.055;11.572;11.190;12.237
MA;2111003;São João Batista;;;;;;;20.281;21.240
MA;2111029;São João do Carú;;;;;;;;
MA;2111052;São João do Paraíso;;;;;;;;
MA;2111078;São João do Soter;;;;;;;;
MA;2111102;São João dos Patos;;;5.730;8.428;11.123;12.494;12.953;17.457
MA;2111201;São José de Ribamar;;;;2.352;;;21.028;23.636
MA;2111250;São José dos Basílios;;;;;;;;
MA;2111300;São Luís;31.604;29.308;53.484;52.929;85.583;119.785;158.292;265.486
MA;2111409;São Luís Gonzaga do Maranhão;9.546;7.556;9.487;11.906;20.478;29.605;54.552;29.844
MA;2111508;São Mateus do Maranhão;;;;;;;;17.284
MA;2111532;São Pedro da Água Branca;;;;;;;;
MA;2111573;São Pedro dos Crentes;;;;;;;;
MA;2111607;São Raimundo das Mangabeiras;;;;;;10.494;10.757;11.336
MA;2111631;São Raimundo do Doca Bezerra;;;;;;;;
MA;2111672;São Roberto;;;;;;;;
MA;2111706;São Vicente Ferrer;7.796;9.439;7.537;12.224;23.609;27.293;13.333;15.933
MA;2111722;Satubinha;;;;;;;;
MA;2111748;Senador Alexandre Costa;;;;;;;;
MA;2111763;Senador La Rocque;;;;;;;;
MA;2111789;Serrano do Maranhão;;;;;;;;
MA;2111805;Sítio Novo;;;;;;;;6.500
MA;2111904;Sucupira do Norte;;;;;;;;9.298
MA;2111953;Sucupira do Riachão;;;;;;;;
MA;2112001;Tasso Fragoso;;;;;;;;5.008
MA;2112100;Timbiras;;;;5.904;7.996;12.299;17.639;18.648
MA;2112209;Timon;;4.733;10.344;12.877;17.188;21.154;28.616;36.893
MA;2112233;Trizidela do Vale;;;;;;;;
MA;2112274;Tufilândia;;;;;;;;
MA;2112308;Tuntum;;;;;;;26.613;30.269
MA;2112407;Turiaçu;6.787;8.983;18.844;16.911;20.263;12.890;17.918;23.867
MA;2112456;Turilândia;;;;;;;;
MA;2112506;Tutóia;;;7.549;9.868;17.314;22.814;25.154;32.832
MA;2112605;Urbano Santos;;;;;7.822;11.029;12.901;16.383
MA;2112704;Vargem Grande;10.500;7.104;9.676;15.765;21.946;23.109;35.006;27.431
MA;2112803;Viana;9.564;9.965;16.054;23.931;29.061;22.827;31.183;36.633
MA;2112852;Vila Nova dos Martírios;;;;;;;;
MA;2112902;Vitória do Mearim;4.293;5.872;7.372;11.780;19.881;29.678;27.661;34.168
MA;2113009;Vitorino Freire;;;;;;;78.916;36.792
MA;2114007;Zé Doca;;;;;;;;
MG;3100104;Abadia dos Dourados;;;;;;8.932;9.032;10.077
MG;3100203;Abaeté;25.828;19.788;28.417;54.096;36.671;26.267;27.790;20.039
MG;3100302;Abre Campo;;18.132;20.159;29.267;19.312;22.156;26.627;20.013
MG;3100401;Acaiaca;;;;;;;;3.324
MG;3100500;Açucena;;;;;;22.455;32.268;28.085
MG;3100609;Água Boa;;;;;;;32.186;24.765
MG;3100708;Água Comprida;;;;;;;3.503;3.234
MG;3100807;Aguanil;;;;;;;;2.838
MG;3100906;Águas Formosas;;;;;35.107;33.049;29.773;25.038
MG;3101003;Águas Vermelhas;;;;;;;;12.276
MG;3101102;Aimorés;;;;34.375;36.529;37.022;41.007;38.060
MG;3101201;Aiuruoca;16.674;25.798;29.135;31.693;14.890;10.002;7.494;7.314
MG;3101300;Alagoa;;;;;;;;3.153
MG;3101409;Albertina;;;;;;;;1.953
MG;3101508;Além Paraíba;;26.820;45.224;39.826;24.619;26.505;31.789;28.442
MG;3101607;Alfenas;25.305;25.434;31.265;29.434;17.835;19.803;25.852;28.331
MG;3101631;Alfredo Vasconcelos;;;;;;;;
MG;3101706;Almenara;;;;;66.772;30.534;39.465;40.463
MG;3101805;Alpercata;;;;;;;;9.715
MG;3101904;Alpinópolis;;;;;9.864;10.571;19.237;15.930
MG;3102001;Alterosa;;;;;6.576;6.891;7.753;8.060
MG;3102050;Alto Caparaó;;;;;;;;
MG;3102100;Alto Rio Doce;;22.762;18.689;23.225;20.276;20.125;15.220;15.411
MG;3102209;Alvarenga;;;;;;;;8.613
MG;3102308;Alvinópolis;;;26.014;16.563;13.411;15.015;14.166;15.547
MG;3102407;Alvorada de Minas;;;;;;;;4.023
MG;3102506;Amparo do Serra;;;;;;;;7.081
MG;3102605;Andradas;;5.046;11.616;20.956;16.305;17.525;18.934;20.009
MG;3102704;Cachoeira de Pajeú;;;;;;;;8.171
MG;3102803;Andrelândia;14.252;29.525;18.844;;17.235;18.350;11.689;13.231
MG;3102852;Angelândia;;;;;;;;
MG;3102902;Antônio Carlos;;;;;;8.856;9.263;9.065
MG;3103009;Antônio Dias;;;;7.947;16.083;12.293;10.912;11.666
MG;3103108;Antônio Prado de Minas;;;;;;;;2.525
MG;3103207;Araçaí;;;;;;;;1.828
MG;3103306;Aracitaba;;;;;;;;2.825
MG;3103405;Araçuaí;26.258;44.347;57.567;85.663;66.905;23.842;26.980;30.280
MG;3103504;Araguari;;10.080;20.325;27.729;35.218;43.305;51.785;63.368
MG;3103603;Arantina;;;;;;;;2.590
MG;3103702;Araponga;;;;;;;;6.354
MG;3103751;Araporã;;;;;;;;
MG;3103801;Arapuá;;;;;;;;4.502
MG;3103900;Araújos;;;;;;;4.399;4.564
MG;3104007;Araxá;23.565;29.213;39.478;46.866;14.679;18.515;28.010;35.676
MG;3104106;Arceburgo;;;;6.645;8.090;8.741;8.510;6.822
MG;3104205;Arcos;;;;;18.987;16.040;17.190;16.962
MG;3104304;Areado;;;;10.261;7.966;8.178;8.143;8.049
MG;3104403;Argirita;;;;;;;;4.217
MG;3104452;Aricanduva;;;;;;;;
MG;3104502;Arinos;;;;;;;;9.295
MG;3104601;Astolfo Dutra;;;;;9.993;11.858;14.538;11.119
MG;3104700;Ataléia;;;;;;12.449;18.871;33.933
MG;3104809;Augusto de Lima;;;;;;;;6.118
MG;3104908;Baependi;37.453;35.879;32.345;20.680;21.212;17.132;20.921;15.561
MG;3105004;Baldim;;;;;;9.819;10.210;9.362
MG;3105103;Bambuí;;16.609;11.109;26.112;25.822;25.238;23.841;20.637
MG;3105202;Bandeira;;;;;;;;7.507
MG;3105301;Bandeira do Sul;;;;;;;;2.723
MG;3105400;Barão de Cocais;;;;;;13.132;10.957;11.966
MG;3105509;Barão de Monte Alto;;;;;;;;7.357
MG;3105608;Barbacena;39.513;57.850;51.641;89.717;72.585;68.285;66.284;73.898
MG;3105707;Barra Longa;;;;;15.381;13.892;12.335;11.037
MG;3105905;Barroso;;;;;;;7.081;10.940
MG;3106002;Bela Vista de Minas;;;;;;;;7.584
MG;3106101;Belmiro Braga;;;;;;;;5.328
MG;3106200;Belo Horizonte;;;35.000;55.563;211.377;352.724;683.908;1.235.030
MG;3106309;Belo Oriente;;;;;;;;9.978
MG;3106408;Belo Vale;;;;;12.389;12.442;9.046;8.746
MG;3106507;Berilo;;;;;;;;15.686
MG;3106606;Bertópolis;;;;;;;;13.005
MG;3106655;Berizal;;;;;;;;
MG;3106705;Betim;;;;;19.930;16.376;26.409;37.815
MG;3106804;Bias Fortes;;;;;12.840;9.330;11.072;5.591
MG;3106903;Bicas;;;;;9.191;10.214;9.860;10.389
MG;3107000;Biquinhas;;;;;;;;5.179
MG;3107109;Boa Esperança;20.477;31.885;42.136;22.348;23.924;22.091;21.656;20.518
MG;3107208;Bocaina de Minas;;;;;;;5.846;5.727
MG;3107307;Bocaiúva;;23.838;39.681;29.160;32.431;30.892;39.567;35.392
MG;3107406;Bom Despacho;;;;12.622;22.166;25.279;23.580;27.298
MG;3107505;Bom Jardim de Minas;;;;;7.022;7.161;7.857;5.378
MG;3107604;Bom Jesus da Penha;;;;;;;;2.653
MG;3107703;Bom Jesus do Amparo;;;;;;;3.838;4.057
MG;3107802;Bom Jesus do Galho;;;;;;22.605;29.955;21.841
MG;3107901;Bom Repouso;;;;;;;4.717;6.138
MG;3108008;Bom Sucesso;13.300;18.846;26.977;25.551;21.160;16.402;19.608;15.963
MG;3108107;Bonfim;35.586;34.774;26.580;32.080;22.731;18.613;18.188;8.180
MG;3108206;Bonfinópolis de Minas;;;;;;;;13.296
MG;3108255;Bonito de Minas;;;;;;;;
MG;3108305;Borda da Mata;;;;;13.174;14.811;12.322;12.520
MG;3108404;Botelhos;;;;10.793;12.322;12.402;12.686;12.654
MG;3108503;Botumirim;;;;;;;;7.063
MG;3108552;Brasilândia de Minas;;;;;;;;
MG;3108602;Brasília de Minas;;;23.191;47.330;55.846;37.061;41.656;38.363
MG;3108701;Brás Pires;;;;;;;5.033;5.725
MG;3108800;Braúnas;;;;;;;9.464;9.405
MG;3108909;Brasópolis;;;17.452;19.637;21.599;22.934;22.661;15.054
MG;3109006;Brumadinho;;;;;10.836;13.018;14.297;17.874
MG;3109105;Bueno Brandão;;;;;9.831;11.334;9.917;9.982
MG;3109204;Buenópolis;;;;;13.366;16.475;15.076;8.593
MG;3109253;Bugre;;;;;;;;
MG;3109303;Buritis;;;;;;;;9.810
MG;3109402;Buritizeiro;;;;;;;;12.215
MG;3109451;Cabeceira Grande;;;;;;;;
MG;3109501;Cabo Verde;12.601;7.495;28.667;19.425;14.482;11.865;11.398;10.580
MG;3109600;Cachoeira da Prata;;;;;;;;2.451
MG;3109709;Cachoeira de Minas;;;;;10.313;9.776;9.508;8.640
MG;3109808;Cachoeira Dourada;;;;;;;;4.305
MG;3109907;Caetanópolis;;;;;;;4.756;5.357
MG;3110004;Caeté;16.756;17.912;26.451;17.917;20.872;21.911;27.987;25.166
MG;3110103;Caiana;;;;;;;;3.687
MG;3110202;Cajuri;;;;;;;;4.175
MG;3110301;Caldas;13.798;15.676;27.055;28.951;24.046;17.706;19.839;14.613
MG;3110400;Camacho;;;;;;;;3.028
MG;3110509;Camanducaia;;;;;19.133;21.932;14.458;10.849
MG;3110608;Cambuí;;7.702;11.776;25.252;22.981;22.640;13.557;15.717
MG;3110707;Cambuquira;;;;7.744;7.691;8.278;9.656;10.142
MG;3110806;Campanário;;;;;;;;14.723
MG;3110905;Campanha;27.521;16.185;8.607;12.367;12.993;7.970;9.546;10.030
MG;3111002;Campestre;;;;15.254;17.483;17.961;17.452;15.578
MG;3111101;Campina Verde;;;;;18.844;13.513;19.001;21.940
MG;3111150;Campo Azul;;;;;;;;
MG;3111200;Campo Belo;;22.118;23.585;32.926;28.679;26.615;30.561;28.619
MG;3111309;Campo do Meio;;;;;;6.910;8.025;8.125
MG;3111408;Campo Florido;;;;;5.182;6.103;6.312;4.881
MG;3111507;Campos Altos;;;;;;5.159;9.153;8.687
MG;3111606;Campos Gerais;;;19.839;21.810;21.698;16.925;20.361;19.333
MG;3111705;Canaã;;;;;;;;6.034
MG;3111804;Canápolis;;;;;;17.498;11.341;9.777
MG;3111903;Cana Verde;;;;;;;;4.524
MG;3112000;Candeias;;;;;12.880;13.515;15.687;13.252
MG;3112059;Cantagalo;;;;;;;;
MG;3112109;Caparaó;;;;;;;;5.545
MG;3112208;Capela Nova;;;;;;;5.322;5.286
MG;3112307;Capelinha;;;;20.569;28.617;35.021;18.263;19.634
MG;3112406;Capetinga;;;;;6.449;6.694;7.319;6.528
MG;3112505;Capim Branco;;;;;;;3.119;4.147
MG;3112604;Capinópolis;;;;;;;18.595;14.280
MG;3112653;Capitão Andrade;;;;;;;;
MG;3112703;Capitão Enéas;;;;;;;;11.234
MG;3112802;Capitólio;;;;;;8.061;7.759;5.778
MG;3112901;Caputira;;;;;;;;6.989
MG;3113008;Caraí;;;;;;15.202;22.337;19.006
MG;3113107;Caranaíba;;;;;;;;4.716
MG;3113206;Carandaí;;;;;16.922;18.784;14.652;13.129
MG;3113305;Carangola;;21.698;34.440;86.675;46.166;42.122;34.939;34.121
MG;3113404;Caratinga;;26.405;113.062;137.017;66.696;73.906;106.482;109.772
MG;3113503;Carbonita;;;;;;;;6.959
MG;3113602;Careaçu;;;;;;;4.589;5.119
MG;3113701;Carlos Chagas;;;;;29.431;32.823;32.570;32.655
MG;3113800;Carmésia;;;;;;;;3.059
MG;3113909;Carmo da Cachoeira;;;;;8.638;7.982;9.921;7.294
MG;3114006;Carmo da Mata;;;;;9.327;9.453;10.472;9.525
MG;3114105;Carmo de Minas;;;7.898;10.417;11.681;12.682;9.850;9.774
MG;3114204;Carmo do Cajuru;;;;;;8.339;9.606;10.855
MG;3114303;Carmo do Paranaíba;;16.331;24.436;13.109;21.888;20.947;24.287;25.978
MG;3114402;Carmo do Rio Claro;;5.966;11.593;17.729;22.992;13.983;15.953;13.763
MG;3114501;Carmópolis de Minas;;;;;;9.423;10.239;9.999
MG;3114550;Carneirinho;;;;;;;;
MG;3114600;Carrancas;;;;;;4.990;4.661;4.881
MG;3114709;Carvalhópolis;;;;;;;2.100;2.152
MG;3114808;Carvalhos;;;;;;5.214;5.564;5.278
MG;3114907;Casa Grande;;;;;;;;2.105
MG;3115003;Cascalho Rico;;;;;;5.105;4.129;3.403
MG;3115102;Cássia;;20.596;32.768;31.596;10.947;12.617;15.730;16.378
MG;3115201;Conceição da Barra de Minas;;;;;;;;3.937
MG;3115300;Cataguases;;27.584;45.200;62.206;29.134;33.827;41.879;43.846
MG;3115359;Catas Altas;;;;;;;;
MG;3115409;Catas Altas da Noruega;;;;;;;;3.104
MG;3115458;Catuji;;;;;;;;
MG;3115474;Catuti;;;;;;;;
MG;3115508;Caxambu;;;4.099;12.079;6.827;8.791;11.685;14.315
MG;3115607;Cedro do Abaeté;;;;;;;;2.282
MG;3115706;Central de Minas;;;;;;;;10.566
MG;3115805;Centralina;;;;;;;6.623;8.281
MG;3115904;Chácara;;;;;;;;3.514
MG;3116001;Chalé;;;;;;;;6.120
MG;3116100;Chapada do Norte;;;;;;;;14.073
MG;3116159;Chapada Gaúcha;;;;;;;;
MG;3116209;Chiador;;;;;;;6.609;4.735
MG;3116308;Cipotânea;;;;;;;5.881;6.269
MG;3116407;Claraval;;;;;;;5.896;4.300
MG;3116506;Claro dos Poções;;;;;;;;8.567
MG;3116605;Cláudio;;;;12.662;11.738;11.892;11.709;13.610
MG;3116704;Coimbra;;;;;;5.854;5.730;5.090
MG;3116803;Coluna;;;;;;;9.381;11.054
MG;3116902;Comendador Gomes;;;;;;3.594;3.520;3.671
MG;3117009;Comercinho;;;;;;8.955;9.613;9.767
